"Species","Subarea","LngtClas","CPUE_number_per_hour"
"Gadus morhua","37F4",330,6.625
"Pleuronectes platessa","37F4",330,2.14285714285714
"Gadus morhua","37F5",330,13
"Pleuronectes platessa","37F5",330,1.51464285714286
"Gadus morhua","37F6",330,7
"Pleuronectes platessa","37F6",330,1.58555555555556
"Gadus morhua","37F7",330,6
"Pleuronectes platessa","37F7",330,1.82742857142857
"Gadus morhua","37F8",330,1
"Gadus morhua","38E8",330,1
"Gadus morhua","38E9",330,2.09090909090909
"Pleuronectes platessa","38E9",330,1.76923076923077
"Gadus morhua","38F0",330,1.70173684210526
"Pleuronectes platessa","38F0",330,1.38891666666667
"Gadus morhua","38F1",330,1
"Pleuronectes platessa","38F1",330,1.7395625
"Pleuronectes platessa","38F2",330,2.625
"Gadus morhua","38F3",330,2.33325
"Pleuronectes platessa","38F3",330,2.04446666666667
"Gadus morhua","38F4",330,2
"Pleuronectes platessa","38F4",330,2.08277777777778
"Gadus morhua","38F5",330,6.33333333333333
"Pleuronectes platessa","38F5",330,1.74361538461538
"Gadus morhua","38F6",330,3.333
"Pleuronectes platessa","38F6",330,1.33333333333333
"Gadus morhua","38F7",330,4
"Pleuronectes platessa","38F7",330,2.11111111111111
"Gadus morhua","39E9",330,1.39746153846154
"Pleuronectes platessa","39E9",330,1.79166666666667
"Gadus morhua","39F0",330,3.21576923076923
"Pleuronectes platessa","39F0",330,2.6686
"Gadus morhua","39F1",330,1.90471428571429
"Pleuronectes platessa","39F1",330,2.28114285714286
"Gadus morhua","39F2",330,2
"Pleuronectes platessa","39F2",330,4.71428571428571
"Gadus morhua","39F3",330,0.667
"Pleuronectes platessa","39F3",330,1.67864285714286
"Gadus morhua","39F4",330,0.8335
"Pleuronectes platessa","39F4",330,3.57133333333333
"Gadus morhua","39F5",330,4
"Pleuronectes platessa","39F5",330,3.242625
"Gadus morhua","39F6",330,3.889
"Pleuronectes platessa","39F6",330,1.36508333333333
"Pleuronectes platessa","39F7",330,1.5335
"Pleuronectes platessa","39F8",330,6
"Gadus morhua","40E8",330,1.6
"Pleuronectes platessa","40E8",330,1.5
"Gadus morhua","40E9",330,1.80957142857143
"Pleuronectes platessa","40E9",330,1.0555
"Gadus morhua","40F0",330,2.34845454545455
"Pleuronectes platessa","40F0",330,1.55555555555556
"Gadus morhua","40F1",330,1.5
"Pleuronectes platessa","40F1",330,1.375
"Gadus morhua","40F2",330,1
"Pleuronectes platessa","40F2",330,1.37176923076923
"Gadus morhua","40F3",330,1.44433333333333
"Pleuronectes platessa","40F3",330,2.4015
"Pleuronectes platessa","40F4",330,1.51383333333333
"Gadus morhua","40F5",330,0.889
"Pleuronectes platessa","40F5",330,1.70633333333333
"Gadus morhua","40F6",330,1.66666666666667
"Pleuronectes platessa","40F6",330,3.51284615384615
"Gadus morhua","40F7",330,1.25
"Pleuronectes platessa","40F7",330,2.17857142857143
"Gadus morhua","41E7",330,0.5
"Pleuronectes platessa","41E7",330,1.16666666666667
"Gadus morhua","41E8",330,1
"Pleuronectes platessa","41E8",330,2.66671428571429
"Gadus morhua","41E9",330,0.95825
"Pleuronectes platessa","41E9",330,2.0902
"Gadus morhua","41F0",330,1.66671428571429
"Pleuronectes platessa","41F0",330,1.92588888888889
"Gadus morhua","41F1",330,1.16671428571429
"Pleuronectes platessa","41F1",330,1.94233333333333
"Gadus morhua","41F2",330,2.27777777777778
"Pleuronectes platessa","41F2",330,2.23076923076923
"Gadus morhua","41F3",330,5.66666666666667
"Pleuronectes platessa","41F3",330,4.91323076923077
"Gadus morhua","41F4",330,2
"Pleuronectes platessa","41F4",330,2.75946666666667
"Gadus morhua","41F5",330,1.5334
"Pleuronectes platessa","41F5",330,3.49675
"Gadus morhua","41F6",330,1.5
"Pleuronectes platessa","41F6",330,3.32763636363636
"Pleuronectes platessa","41F7",330,4.65872727272727
"Pleuronectes platessa","41G0",330,2.9
"Gadus morhua","41G1",330,2.66666666666667
"Pleuronectes platessa","41G1",330,2.42857142857143
"Gadus morhua","41G2",330,2.75
"Pleuronectes platessa","41G2",330,1.5
"Gadus morhua","42E7",330,0.5
"Pleuronectes platessa","42E7",330,2.66666666666667
"Gadus morhua","42E8",330,0.7334
"Pleuronectes platessa","42E8",330,2.72325
"Gadus morhua","42E9",330,1.3335
"Pleuronectes platessa","42E9",330,3.2315
"Gadus morhua","42F0",330,0.8666
"Pleuronectes platessa","42F0",330,2.5520625
"Gadus morhua","42F1",330,1.97216666666667
"Pleuronectes platessa","42F1",330,1.145875
"Gadus morhua","42F2",330,1.31488888888889
"Pleuronectes platessa","42F2",330,2.75763636363636
"Gadus morhua","42F3",330,6.80714285714286
"Pleuronectes platessa","42F3",330,3.353
"Gadus morhua","42F4",330,0.6665
"Pleuronectes platessa","42F4",330,3.20515384615385
"Pleuronectes platessa","42F5",330,2.447875
"Gadus morhua","42F6",330,2.27590909090909
"Pleuronectes platessa","42F6",330,4.9291875
"Gadus morhua","42F7",330,1.7334
"Pleuronectes platessa","42F7",330,6.81857142857143
"Gadus morhua","42G1",330,3.55566666666667
"Pleuronectes platessa","42G1",330,5.25630769230769
"Gadus morhua","42G2",330,0.851461538461538
"Pleuronectes platessa","42G2",330,2.2134
"Gadus morhua","43E8",330,2.29175
"Pleuronectes platessa","43E8",330,1.27791666666667
"Gadus morhua","43E9",330,1.5
"Pleuronectes platessa","43E9",330,2.3334
"Gadus morhua","43F0",330,1.66666666666667
"Pleuronectes platessa","43F0",330,5.80558333333333
"Gadus morhua","43F1",330,1.3667
"Pleuronectes platessa","43F1",330,2.16675
"Gadus morhua","43F2",330,2.04545454545455
"Pleuronectes platessa","43F2",330,4.19042857142857
"Gadus morhua","43F3",330,1.5
"Pleuronectes platessa","43F3",330,5.8167
"Gadus morhua","43F4",330,1
"Pleuronectes platessa","43F4",330,4.39746153846154
"Gadus morhua","43F5",330,1.33325
"Pleuronectes platessa","43F5",330,4.79064285714286
"Gadus morhua","43F6",330,4.83333333333333
"Pleuronectes platessa","43F6",330,3.35
"Gadus morhua","43F7",330,2.72216666666667
"Pleuronectes platessa","43F7",330,5.423
"Gadus morhua","43F8",330,5.6334
"Pleuronectes platessa","43F8",330,3.975
"Pleuronectes platessa","43F9",330,9.39211111111111
"Pleuronectes platessa","43G0",330,8
"Gadus morhua","43G1",330,1.35905882352941
"Pleuronectes platessa","43G1",330,0.651692307692308
"Gadus morhua","43G2",330,2.4
"Pleuronectes platessa","44E6",330,1.66666666666667
"Pleuronectes platessa","44E7",330,1
"Gadus morhua","44E8",330,2.72233333333333
"Pleuronectes platessa","44E8",330,1.61111111111111
"Gadus morhua","44E9",330,1.08333333333333
"Pleuronectes platessa","44E9",330,1.31488888888889
"Gadus morhua","44F0",330,0.666666666666667
"Pleuronectes platessa","44F0",330,3.29746153846154
"Gadus morhua","44F1",330,1.4001
"Pleuronectes platessa","44F1",330,4.21113333333333
"Gadus morhua","44F2",330,2.125
"Pleuronectes platessa","44F2",330,4.9
"Gadus morhua","44F3",330,1.645875
"Pleuronectes platessa","44F3",330,3.97777777777778
"Gadus morhua","44F4",330,1.94876923076923
"Pleuronectes platessa","44F4",330,4.7334
"Gadus morhua","44F5",330,3.8125
"Pleuronectes platessa","44F5",330,1.5
"Gadus morhua","44F8",330,7.9166
"Pleuronectes platessa","44F8",330,3.65277777777778
"Gadus morhua","44F9",330,5.97542857142857
"Pleuronectes platessa","44F9",330,3.1276
"Gadus morhua","44G0",330,5.74126086956522
"Pleuronectes platessa","44G0",330,2.77222222222222
"Gadus morhua","44G1",330,1.7
"Pleuronectes platessa","44G1",330,1.58335714285714
"Pleuronectes platessa","45E6",330,1.75
"Gadus morhua","45E7",330,0.8335
"Pleuronectes platessa","45E7",330,1.537
"Gadus morhua","45E8",330,0.889
"Pleuronectes platessa","45E8",330,1.97225
"Gadus morhua","45E9",330,0.944333333333333
"Pleuronectes platessa","45E9",330,0.8335
"Gadus morhua","45F0",330,1.381
"Pleuronectes platessa","45F0",330,0.8335
"Gadus morhua","45F1",330,0.994666666666667
"Pleuronectes platessa","45F1",330,2
"Gadus morhua","45F2",330,1.4
"Pleuronectes platessa","45F2",330,2.03846153846154
"Gadus morhua","45F3",330,2.53125
"Pleuronectes platessa","45F3",330,5
"Gadus morhua","45F4",330,2.09090909090909
"Gadus morhua","45F9",330,3.9
"Gadus morhua","45G0",330,1.677125
"Pleuronectes platessa","45G0",330,1.22233333333333
"Gadus morhua","45G1",330,2.775
"Pleuronectes platessa","45G1",330,6.19057142857143
"Pleuronectes platessa","46E6",330,2.6
"Gadus morhua","46E7",330,3.75
"Pleuronectes platessa","46E7",330,3.3075
"Gadus morhua","46E8",330,2
"Pleuronectes platessa","46E8",330,3.75
"Gadus morhua","46E9",330,1.66666666666667
"Pleuronectes platessa","46E9",330,2
"Gadus morhua","46F0",330,1.881
"Gadus morhua","46F1",330,1.51518181818182
"Pleuronectes platessa","46F1",330,1
"Gadus morhua","46F2",330,1.48155555555556
"Pleuronectes platessa","46F2",330,1.00016666666667
"Gadus morhua","46F3",330,1.6667
"Pleuronectes platessa","46F3",330,1
"Gadus morhua","46G0",330,1.47225
"Pleuronectes platessa","46G0",330,1.72233333333333
"Gadus morhua","46G1",330,2
"Gadus morhua","47E6",330,6
"Pleuronectes platessa","47E6",330,3
"Gadus morhua","47E7",330,1.62442857142857
"Pleuronectes platessa","47E7",330,2.26957142857143
"Gadus morhua","47E8",330,1.77777777777778
"Pleuronectes platessa","47E8",330,5.32538095238095
"Gadus morhua","47E9",330,1.0334
"Pleuronectes platessa","47E9",330,1
"Gadus morhua","47F0",330,1.5
"Pleuronectes platessa","47F0",330,1
"Gadus morhua","47F1",330,2.62118181818182
"Pleuronectes platessa","47F1",330,2
"Gadus morhua","47F2",330,1.2834
"Gadus morhua","47F3",330,1
"Gadus morhua","48E7",330,2.16666666666667
"Pleuronectes platessa","48E7",330,4.42857142857143
"Gadus morhua","48E8",330,2.5
"Pleuronectes platessa","48E8",330,6.43181818181818
"Gadus morhua","48E9",330,1.125
"Pleuronectes platessa","48E9",330,1.33333333333333
"Gadus morhua","48F0",330,1.42857142857143
"Pleuronectes platessa","48F0",330,0.8335
"Gadus morhua","48F1",330,2
"Pleuronectes platessa","48F1",330,1.5
"Gadus morhua","48F2",330,1.5334
"Pleuronectes platessa","48F2",330,1
"Pleuronectes platessa","49E8",330,6.875
"Gadus morhua","49E9",330,1.25714285714286
"Pleuronectes platessa","49E9",330,1.262
"Gadus morhua","49F0",330,0.8
"Gadus morhua","49F1",330,1.5
"Gadus morhua","49F2",330,0.91675
"Gadus morhua","49F3",330,2.4
"Gadus morhua","50E8",330,1.75
"Pleuronectes platessa","50E8",330,1
"Gadus morhua","50E9",330,2.4
"Pleuronectes platessa","50E9",330,1.79166666666667
"Gadus morhua","50F0",330,0.8335
"Pleuronectes platessa","50F0",330,1.66666666666667
"Gadus morhua","50F1",330,1
"Gadus morhua","50F2",330,1.57142857142857
"Gadus morhua","50F3",330,2
"Gadus morhua","51F0",330,1.333
"Gadus morhua","51F1",330,0.833333333333333
"Gadus morhua","31F2",340,7.5
"Pleuronectes platessa","32F1",340,1
"Gadus morhua","32F2",340,4.57772727272727
"Pleuronectes platessa","32F2",340,1.01166666666667
"Gadus morhua","32F3",340,1.5
"Pleuronectes platessa","32F3",340,2
"Gadus morhua","33F2",340,7.2
"Pleuronectes platessa","33F2",340,2.66666666666667
"Gadus morhua","33F3",340,2.33333333333333
"Pleuronectes platessa","33F3",340,1.5
"Gadus morhua","33F4",340,1
"Pleuronectes platessa","33F4",340,1
"Gadus morhua","34F2",340,3.121
"Pleuronectes platessa","34F2",340,1.8
"Gadus morhua","34F3",340,1
"Pleuronectes platessa","34F3",340,1.20275
"Gadus morhua","34F4",340,0.5
"Pleuronectes platessa","34F4",340,1
"Gadus morhua","35F0",340,6.3
"Gadus morhua","35F1",340,1.33333333333333
"Pleuronectes platessa","35F1",340,4.65933333333333
"Pleuronectes platessa","35F2",340,6.07975
"Pleuronectes platessa","35F3",340,1.5
"Gadus morhua","35F4",340,5
"Pleuronectes platessa","35F4",340,1.625
"Gadus morhua","36F0",340,2.50681818181818
"Pleuronectes platessa","36F0",340,1.3737
"Gadus morhua","36F1",340,1
"Pleuronectes platessa","36F1",340,2.475
"Gadus morhua","36F2",340,3.16666666666667
"Pleuronectes platessa","36F2",340,4.22014285714286
"Gadus morhua","36F3",340,1
"Pleuronectes platessa","36F3",340,1.16675
"Pleuronectes platessa","36F4",340,2.07411111111111
"Gadus morhua","36F5",340,0.7835
"Pleuronectes platessa","36F5",340,0.95
"Gadus morhua","36F6",340,8.25
"Gadus morhua","36F7",340,2
"Pleuronectes platessa","36F7",340,2
"Gadus morhua","37E9",340,8
"Pleuronectes platessa","37E9",340,4
"Gadus morhua","37F0",340,2.0333
"Pleuronectes platessa","37F0",340,1.85714285714286
"Gadus morhua","37F1",340,2.75
"Pleuronectes platessa","37F1",340,2.59871428571429
"Gadus morhua","37F2",340,1
"Pleuronectes platessa","37F2",340,2.03027272727273
"Gadus morhua","37F3",340,1.389
"Pleuronectes platessa","37F3",340,1.86108333333333
"Gadus morhua","37F4",340,5
"Pleuronectes platessa","37F4",340,1.48715384615385
"Gadus morhua","37F5",340,4.4165
"Pleuronectes platessa","37F5",340,1.26971428571429
"Gadus morhua","37F6",340,2.5
"Pleuronectes platessa","37F6",340,1.47628571428571
"Gadus morhua","37F7",340,3.75
"Pleuronectes platessa","37F7",340,2.381
"Gadus morhua","37F8",340,1
"Gadus morhua","38E9",340,1.81818181818182
"Pleuronectes platessa","38E9",340,1.19441666666667
"Gadus morhua","38F0",340,1.6778
"Pleuronectes platessa","38F0",340,1.361125
"Gadus morhua","38F1",340,1.111
"Pleuronectes platessa","38F1",340,1.26470588235294
"Pleuronectes platessa","38F2",340,1.894
"Gadus morhua","38F3",340,3.11133333333333
"Pleuronectes platessa","38F3",340,2.03027272727273
"Gadus morhua","38F4",340,2.44433333333333
"Pleuronectes platessa","38F4",340,2.23657142857143
"Gadus morhua","38F5",340,2.5
"Pleuronectes platessa","38F5",340,2.45235714285714
"Gadus morhua","38F6",340,1.5
"Pleuronectes platessa","38F6",340,1.11116666666667
"Gadus morhua","38F7",340,3.77766666666667
"Pleuronectes platessa","38F7",340,1.5334
"Gadus morhua","39E8",340,4
"Gadus morhua","39E9",340,1.08333333333333
"Pleuronectes platessa","39E9",340,1.81818181818182
"Gadus morhua","39F0",340,3.1834
"Pleuronectes platessa","39F0",340,2.62815384615385
"Gadus morhua","39F1",340,4.3
"Pleuronectes platessa","39F1",340,2.0376875
"Gadus morhua","39F2",340,9.333
"Pleuronectes platessa","39F2",340,3.4375
"Pleuronectes platessa","39F3",340,1.59163636363636
"Gadus morhua","39F4",340,1.2666
"Pleuronectes platessa","39F4",340,2.57446666666667
"Gadus morhua","39F5",340,1.22233333333333
"Pleuronectes platessa","39F5",340,2.55977777777778
"Gadus morhua","39F6",340,1
"Pleuronectes platessa","39F6",340,1.12646153846154
"Pleuronectes platessa","39F7",340,1.871
"Pleuronectes platessa","39F8",340,2
"Gadus morhua","40E8",340,1
"Pleuronectes platessa","40E8",340,1.25
"Gadus morhua","40E9",340,0.976142857142857
"Pleuronectes platessa","40E9",340,1.47614285714286
"Gadus morhua","40F0",340,1.4666
"Pleuronectes platessa","40F0",340,1.11391666666667
"Gadus morhua","40F1",340,1.6
"Pleuronectes platessa","40F1",340,1.72566666666667
"Gadus morhua","40F2",340,0.833333333333333
"Pleuronectes platessa","40F2",340,1.375
"Gadus morhua","40F3",340,1.3332
"Pleuronectes platessa","40F3",340,2.01621428571429
"Gadus morhua","40F4",340,0.667
"Pleuronectes platessa","40F4",340,2.04166666666667
"Gadus morhua","40F5",340,1.16666666666667
"Pleuronectes platessa","40F5",340,2.43058333333333
"Gadus morhua","40F6",340,0.667
"Pleuronectes platessa","40F6",340,3.15154545454545
"Pleuronectes platessa","40F7",340,2.75
"Gadus morhua","41E7",340,1
"Pleuronectes platessa","41E7",340,1.75
"Gadus morhua","41E8",340,1.41675
"Pleuronectes platessa","41E8",340,1.61442857142857
"Gadus morhua","41E9",340,1.44433333333333
"Pleuronectes platessa","41E9",340,2.68522222222222
"Gadus morhua","41F0",340,0.875
"Pleuronectes platessa","41F0",340,1.5778
"Gadus morhua","41F1",340,1.42857142857143
"Pleuronectes platessa","41F1",340,1.34725
"Gadus morhua","41F2",340,2.21866666666667
"Pleuronectes platessa","41F2",340,3.746
"Gadus morhua","41F3",340,5.75
"Pleuronectes platessa","41F3",340,3.98515384615385
"Gadus morhua","41F4",340,1.33333333333333
"Pleuronectes platessa","41F4",340,2.2319375
"Gadus morhua","41F5",340,1.5
"Pleuronectes platessa","41F5",340,3.43184615384615
"Gadus morhua","41F6",340,1
"Pleuronectes platessa","41F6",340,3.25469230769231
"Gadus morhua","41F7",340,0.5
"Pleuronectes platessa","41F7",340,2.3699
"Gadus morhua","41G0",340,2
"Pleuronectes platessa","41G0",340,2.83333333333333
"Gadus morhua","41G1",340,2.5
"Pleuronectes platessa","41G1",340,1.92307692307692
"Gadus morhua","41G2",340,2.6
"Pleuronectes platessa","41G2",340,1
"Gadus morhua","42E7",340,0.5
"Pleuronectes platessa","42E7",340,1.6
"Gadus morhua","42E8",340,0.875
"Pleuronectes platessa","42E8",340,2.97505263157895
"Gadus morhua","42E9",340,0.8335
"Pleuronectes platessa","42E9",340,1.8645625
"Gadus morhua","42F0",340,0.777666666666667
"Pleuronectes platessa","42F0",340,2.01284615384615
"Gadus morhua","42F1",340,1.31477777777778
"Pleuronectes platessa","42F1",340,1.133875
"Gadus morhua","42F2",340,1.66666666666667
"Pleuronectes platessa","42F2",340,2.10425
"Gadus morhua","42F3",340,5.20886666666667
"Pleuronectes platessa","42F3",340,3.17647058823529
"Pleuronectes platessa","42F4",340,2.625
"Gadus morhua","42F5",340,1.1665
"Pleuronectes platessa","42F5",340,2.1222
"Gadus morhua","42F6",340,1.7667
"Pleuronectes platessa","42F6",340,2.80957142857143
"Gadus morhua","42F7",340,6
"Pleuronectes platessa","42F7",340,5.85414285714286
"Gadus morhua","42G1",340,3
"Pleuronectes platessa","42G1",340,7.6335
"Gadus morhua","42G2",340,1.18984615384615
"Pleuronectes platessa","42G2",340,1.18585714285714
"Gadus morhua","43E8",340,1.875
"Pleuronectes platessa","43E8",340,1
"Gadus morhua","43E9",340,0.6665
"Pleuronectes platessa","43E9",340,1.8281875
"Gadus morhua","43F0",340,1.389
"Pleuronectes platessa","43F0",340,8.08333333333333
"Gadus morhua","43F1",340,1.0835
"Pleuronectes platessa","43F1",340,1.66657142857143
"Gadus morhua","43F2",340,2.74077777777778
"Pleuronectes platessa","43F2",340,3.037
"Gadus morhua","43F3",340,1.5
"Pleuronectes platessa","43F3",340,4.989625
"Gadus morhua","43F4",340,0.6665
"Pleuronectes platessa","43F4",340,4.78571428571429
"Gadus morhua","43F5",340,2.4
"Pleuronectes platessa","43F5",340,4.80891666666667
"Gadus morhua","43F6",340,3
"Pleuronectes platessa","43F6",340,4.11111111111111
"Gadus morhua","43F7",340,2.91675
"Pleuronectes platessa","43F7",340,4.7872
"Gadus morhua","43F8",340,7.22727272727273
"Pleuronectes platessa","43F8",340,3.84805882352941
"Pleuronectes platessa","43F9",340,7.578625
"Gadus morhua","43G1",340,1.16088888888889
"Pleuronectes platessa","43G1",340,0.508666666666667
"Gadus morhua","43G2",340,2
"Pleuronectes platessa","43G2",340,1
"Pleuronectes platessa","44E6",340,2
"Pleuronectes platessa","44E7",340,2
"Gadus morhua","44E8",340,1
"Pleuronectes platessa","44E8",340,1.9
"Gadus morhua","44E9",340,1.2
"Pleuronectes platessa","44E9",340,0.67725
"Gadus morhua","44F0",340,1
"Pleuronectes platessa","44F0",340,2.20707142857143
"Gadus morhua","44F1",340,1.091
"Pleuronectes platessa","44F1",340,4.46161538461538
"Gadus morhua","44F2",340,1.125
"Pleuronectes platessa","44F2",340,7.5
"Gadus morhua","44F3",340,1.83333333333333
"Pleuronectes platessa","44F3",340,3.604125
"Gadus morhua","44F4",340,1.886
"Pleuronectes platessa","44F4",340,2.9445
"Gadus morhua","44F5",340,6.84615384615385
"Pleuronectes platessa","44F5",340,2.125
"Gadus morhua","44F8",340,4.40871428571429
"Pleuronectes platessa","44F8",340,2.0938125
"Gadus morhua","44F9",340,4.957375
"Pleuronectes platessa","44F9",340,2.16858823529412
"Gadus morhua","44G0",340,5.03713636363636
"Pleuronectes platessa","44G0",340,2.67142857142857
"Gadus morhua","44G1",340,1.66
"Pleuronectes platessa","44G1",340,1.34077777777778
"Pleuronectes platessa","45E6",340,4
"Gadus morhua","45E7",340,1
"Pleuronectes platessa","45E7",340,1.333375
"Gadus morhua","45E8",340,1
"Pleuronectes platessa","45E8",340,1.20377777777778
"Gadus morhua","45E9",340,0.667
"Pleuronectes platessa","45E9",340,0.667
"Gadus morhua","45F0",340,1.59528571428571
"Pleuronectes platessa","45F0",340,0.667
"Gadus morhua","45F1",340,1.33333333333333
"Pleuronectes platessa","45F1",340,2.83333333333333
"Gadus morhua","45F2",340,0.989333333333333
"Pleuronectes platessa","45F2",340,2.56453333333333
"Gadus morhua","45F3",340,3.34615384615385
"Pleuronectes platessa","45F3",340,2
"Gadus morhua","45F4",340,2.92307692307692
"Gadus morhua","45F9",340,3.77777777777778
"Pleuronectes platessa","45F9",340,2
"Gadus morhua","45G0",340,1.5695
"Pleuronectes platessa","45G0",340,1.27783333333333
"Gadus morhua","45G1",340,2.463
"Pleuronectes platessa","45G1",340,8.5
"Pleuronectes platessa","46E6",340,2.2
"Gadus morhua","46E7",340,3.33333333333333
"Pleuronectes platessa","46E7",340,2.577
"Gadus morhua","46E8",340,2
"Pleuronectes platessa","46E8",340,2.85714285714286
"Gadus morhua","46E9",340,1
"Pleuronectes platessa","46E9",340,1
"Gadus morhua","46F0",340,1.83333333333333
"Gadus morhua","46F1",340,1.0555
"Pleuronectes platessa","46F1",340,1
"Gadus morhua","46F2",340,1.55566666666667
"Pleuronectes platessa","46F2",340,1.5332
"Gadus morhua","46F3",340,1.6
"Pleuronectes platessa","46F3",340,1
"Gadus morhua","46G0",340,1.41038461538462
"Pleuronectes platessa","46G0",340,1.0668
"Gadus morhua","47E6",340,2
"Pleuronectes platessa","47E6",340,2.5
"Gadus morhua","47E7",340,2.0678
"Pleuronectes platessa","47E7",340,1.125
"Gadus morhua","47E8",340,1.43058333333333
"Pleuronectes platessa","47E8",340,3.92158823529412
"Gadus morhua","47E9",340,0.97925
"Pleuronectes platessa","47E9",340,1
"Gadus morhua","47F0",340,1.36953846153846
"Pleuronectes platessa","47F0",340,1.125
"Gadus morhua","47F1",340,2.39390909090909
"Pleuronectes platessa","47F1",340,0.8335
"Gadus morhua","47F2",340,1.3333
"Pleuronectes platessa","47F2",340,0.667
"Gadus morhua","47F3",340,0.889
"Pleuronectes platessa","48E6",340,4
"Gadus morhua","48E7",340,2
"Pleuronectes platessa","48E7",340,4.54545454545455
"Gadus morhua","48E8",340,3.33333333333333
"Pleuronectes platessa","48E8",340,8
"Gadus morhua","48E9",340,1.375
"Pleuronectes platessa","48E9",340,1.5
"Gadus morhua","48F0",340,2.208375
"Pleuronectes platessa","48F0",340,1.5
"Gadus morhua","48F1",340,1.75
"Pleuronectes platessa","48F1",340,2.33333333333333
"Gadus morhua","48F2",340,1.75
"Pleuronectes platessa","48F2",340,0.8335
"Gadus morhua","48F3",340,1.5
"Gadus morhua","49E6",340,2
"Gadus morhua","49E7",340,1.5
"Pleuronectes platessa","49E7",340,2
"Gadus morhua","49E8",340,4
"Pleuronectes platessa","49E8",340,7.28571428571429
"Gadus morhua","49E9",340,2
"Pleuronectes platessa","49E9",340,1.25933333333333
"Gadus morhua","49F0",340,1
"Gadus morhua","49F1",340,1.5
"Gadus morhua","49F2",340,1.08333333333333
"Pleuronectes platessa","49F2",340,0.667
"Gadus morhua","49F3",340,2.375
"Gadus morhua","50E8",340,2
"Gadus morhua","50E9",340,1.5
"Pleuronectes platessa","50E9",340,1.6
"Gadus morhua","50F0",340,0.667
"Pleuronectes platessa","50F0",340,1.5
"Gadus morhua","50F1",340,1
"Gadus morhua","50F2",340,1
"Gadus morhua","50F3",340,4
"Gadus morhua","51E8",340,1.73333333333333
"Gadus morhua","51F0",340,0.625
"Gadus morhua","51F1",340,0.833333333333333
"Gadus morhua","31F2",350,7
"Gadus morhua","32F1",350,2
"Pleuronectes platessa","32F1",350,0.75
"Gadus morhua","32F2",350,3.16266666666667
"Pleuronectes platessa","32F2",350,1.375
"Gadus morhua","32F3",350,1
"Gadus morhua","33F1",350,5
"Gadus morhua","33F2",350,7.62092857142857
"Pleuronectes platessa","33F2",350,2.5
"Gadus morhua","33F3",350,1.66666666666667
"Pleuronectes platessa","33F3",350,4
"Gadus morhua","33F4",350,1.33333333333333
"Gadus morhua","34F2",350,4.66666666666667
"Pleuronectes platessa","34F2",350,2.75
"Pleuronectes platessa","34F3",350,1.66666666666667
"Gadus morhua","34F4",350,1.25
"Gadus morhua","35F0",350,5.312
"Pleuronectes platessa","35F0",350,1
"Gadus morhua","35F1",350,2
"Pleuronectes platessa","35F1",350,4.05411111111111
"Pleuronectes platessa","35F2",350,6.18122222222222
"Pleuronectes platessa","35F3",350,1
"Gadus morhua","35F4",350,2
"Gadus morhua","36F0",350,2.5136
"Pleuronectes platessa","36F0",350,1.1936
"Pleuronectes platessa","36F1",350,1.66666666666667
"Gadus morhua","36F2",350,2.1334
"Pleuronectes platessa","36F2",350,3.00663636363636
"Gadus morhua","36F3",350,0.333
"Pleuronectes platessa","36F3",350,0.8335
"Gadus morhua","36F4",350,0.667
"Pleuronectes platessa","36F4",350,1.57142857142857
"Gadus morhua","36F5",350,1.05
"Pleuronectes platessa","36F5",350,1.33333333333333
"Gadus morhua","36F6",350,6.66666666666667
"Pleuronectes platessa","36F6",350,2
"Gadus morhua","36F7",350,4
"Gadus morhua","37E9",350,8
"Pleuronectes platessa","37E9",350,2
"Gadus morhua","37F0",350,3
"Pleuronectes platessa","37F0",350,2.4167
"Gadus morhua","37F1",350,2.44433333333333
"Pleuronectes platessa","37F1",350,1.89258333333333
"Gadus morhua","37F2",350,1
"Pleuronectes platessa","37F2",350,2.05025
"Gadus morhua","37F3",350,2.55566666666667
"Pleuronectes platessa","37F3",350,1.72615384615385
"Gadus morhua","37F4",350,4
"Pleuronectes platessa","37F4",350,1.4334
"Gadus morhua","37F5",350,1.3335
"Pleuronectes platessa","37F5",350,1.71733333333333
"Gadus morhua","37F6",350,4.5
"Pleuronectes platessa","37F6",350,1.22233333333333
"Gadus morhua","37F7",350,4
"Pleuronectes platessa","37F7",350,1
"Gadus morhua","37F8",350,1
"Gadus morhua","38E8",350,1
"Pleuronectes platessa","38E8",350,1
"Gadus morhua","38E9",350,1.46146153846154
"Pleuronectes platessa","38E9",350,1.72222222222222
"Gadus morhua","38F0",350,1.4444
"Pleuronectes platessa","38F0",350,1.85714285714286
"Gadus morhua","38F1",350,1
"Pleuronectes platessa","38F1",350,1.34521428571429
"Pleuronectes platessa","38F2",350,1.894
"Gadus morhua","38F3",350,2.0666
"Pleuronectes platessa","38F3",350,2.28207692307692
"Gadus morhua","38F4",350,1.389
"Pleuronectes platessa","38F4",350,1.9312
"Gadus morhua","38F5",350,3.1665
"Pleuronectes platessa","38F5",350,1.6333
"Gadus morhua","38F6",350,3
"Pleuronectes platessa","38F6",350,1
"Gadus morhua","38F7",350,4
"Pleuronectes platessa","38F7",350,1.31133333333333
"Gadus morhua","39E8",350,2
"Gadus morhua","39E9",350,1.20366666666667
"Pleuronectes platessa","39E9",350,1.8
"Gadus morhua","39F0",350,3.65744444444444
"Pleuronectes platessa","39F0",350,2.25254545454545
